http://www.nytimes.com/2009/12/03/arts/music/03degen.html	Robert Degen, Had a Hand in the Hokey Pokey, Dies at 104	Somewhere along the line &#151; at a wedding, at a child&#8217;s birthday party, in third-grade music class &#151; everybody has done the hokey pokey. Admit it: you sang the silly song, you did the silly dance. You know the one: You put your right hand in, You put right hand out, You put your right hand in, And you shake it all about. You do the
http://www.nytimes.com/2009/12/03/arts/design/03arts-SERRAWORKINO_BRF.html	ARTS, BRIEFLY; Serra Work in Ontario to Be Protected	Local government officials in Ontario decided unexpectedly on Tuesday night to grant protected status to one of Richard Serra &#8217;s most important early outdoor sculptures, &#8220;Shift,&#8221; a series of low concrete forms running through farmland now owned by a development company. The city council of King Township, north of Toronto, voted
http://www.nytimes.com/2009/12/03/arts/design/03abroad.html	ABROAD; Classic Botticelli, Ethereal Ad Man	FRANKFURT &#151; The Botticelli show at the St&#228;del Museum is the first big survey devoted to him in the German-speaking world. The galleries are annoyingly jammed. It&#8217;s like rush hour all day in there. Am I the only idiot around who still doesn&#8217;t quite get his popularity? When Botticelli was a largely forgotten man in the 19th
http://www.nytimes.com/2009/12/03/arts/design/03arts-MOREPARISMUS_BRF.html	ARTS, BRIEFLY; More Paris Museums Close as Strike Continues	Some of the most popular museums in Paris were closed on Wednesday after staff members voted to go on strike to protest planned job cuts. Six of 31 national museums were closed because of the strike, including the Georges Pompidou Center, right, which began the strike eight days ago, and the Mus&#233;e d&#8217;Orsay, known for its collection of
http://movies.nytimes.com/2009/12/02/movies/02filmist.html	MOVIE REVIEW | 'FILM IST. A GIRL & A GUN'; In Old Clips, a Paradise Found and Lost	&#8220;To make a film,&#8221; Jean-Luc Godard once memorably said, &#8220;all you need is a girl and a gun.&#8221; (A little money helps.) In &#8220;Film Ist. a Girl &#38; a Gun,&#8221; the Austrian director Gustav Deutsch complicates this witty, deceptively simple formula with a wealth of found footage (material shot by others for other purposes)
http://movies.nytimes.com/2009/12/02/movies/02before.html	MOVIE REVIEW | 'BEFORE TOMORROW'; Ancient Inuit Wisdom as Sustenance in Dire Times	&#8220;Before Tomorrow&#8221; is set in 1840 at the perilous moment when white explorers with their strange customs and implements began encroaching on the far north territory occupied by Inuit tribes that had little or no contact with the outside world. This visually transfixing movie is the third in a trilogy that began with the ancient Inuit
http://www.nytimes.com/2009/12/02/theater/02holiday.html	On Broadway, Shows With Biggest Names Get Fullest Houses	It&#8217;s starting to look like a season of haves and have-nots on Broadway. During Thanksgiving week, theatergoers favored the big-brand musicals over newer, celebrity-free fare, according to box-office data released on Monday. The clearest sign: while &#8220;The Lion King,&#8221; &#8220;Wicked&#8221; and other megamusicals sold out, ticket
http://www.nytimes.com/2009/12/02/theater/02shaw.html	For Shaw’s Last Play, Choice of Final Scenes	When George Bernard Shaw died after falling off a ladder while pruning an apple tree at age 94 in 1950, he had finished five of six scenes of what would be his last play. Nearly 60 years later, a New York theater group will offer not one but five endings to that play, &#8220;Why She Would Not,&#8221; capping off a nearly four-year commitment to
http://www.nytimes.com/2009/12/02/theater/02arts-WASSERSTEINP_BRF.html	ARTS, BRIEFLY; Wasserstein Prize Goes to Playwright, 28	Marisa Wegrzyn , a 28-year-old playwright, has won the 2009 Wasserstein Prize for her play &#8220;Hickorydickory&#8221; and was to receive the award at a reception in New York on Tuesday night. The $25,000 prize honors the playwright Wendy Wasserstein , who died in 2006, and goes to a woman 32 or younger whose work has not received national
http://www.nytimes.com/2009/12/02/theater/02watkins.html	Waiting 80 Years, Diva Takes a Bow	Dramatists have long understood the visceral appeal, and box office draw, of stories about powerful people behaving badly. As the lead in &#8220;So Help Me God!,&#8221; a long-forgotten 80-year-old play that opens on Monday at the Lucille Lortel Theater, Kristen Johnston tries not to disappoint. She plays Lily Darnley, a towering figure of the
http://www.nytimes.com/2009/12/02/books/02arts-NEWTHEORYOFF_BRF.html	ARTS, BRIEFLY; New Theory Offered on Jane Austen’s Death	A British medical researcher believes she has answered the longstanding question of what killed Jane Austen &#151; and it wasn&#8217;t her foreboding of today&#8217;s wave of Austen-horror mashup books. The Guardian reported that Katherine G. White of the Addison&#8217;s Disease Self-Help Group has written an article for Medical Humanities magazine
http://www.nytimes.com/2009/12/02/books/02book.html	BOOKS OF THE TIMES; A Springsteen Band Mate Tells Stories, True or Imagined, Out of E Street	There&#8217;s not much that&#8217;s positive to say about &#8220;Big Man,&#8221; the new memoir from Clarence Clemons, Bruce Springsteen &#8217;s colossal saxophone player and the man who, when he joined the E Street Band, made &#8220;all the little pretties raise their hands.&#8221; A handful of decent Bruce stories get told. Robert De Niro admits
http://www.nytimes.com/2009/12/02/arts/02corr-iht.html	Correction	An article on Nov. 26 about a new two-volume history of Russias 20th century misstated the first name of a top Russian television executive. He is Vladimir Kulistikov, not Aleksandr.
http://www.nytimes.com/2009/12/02/arts/television/02arts-ABCSETSTHEDA_BRF.html	ARTS, BRIEFLY; ABC Sets the Date for a Sawyer Debut	Charles Gibson &#8217;s last night as the anchor of ABC&#8217;s evening newscast, &#8220;World News,&#8221; will be Dec. 18, ABC News said on Tuesday. His successor, Diane Sawyer is expected to begin as anchor on the following Monday. The transition from Mr. Gibson to Ms. Sawyer, right, currently the co-host of ABC&#8217;s &#8220;Good Morning
http://www.nytimes.com/2009/12/02/arts/television/02arts-NEVERBETAGAI_BRF.html	ARTS, BRIEFLY; Never Bet Against ‘House’	Fox&#8217;s medical drama &#8220;House&#8221; dominated the ratings in prime time on Monday, earning the night&#8217;s largest audience, 13.2 million viewers, according to Nielsen&#8217;s estimates. The 8 p.m. Fox show also drew the night&#8217;s top ratings by a wide margin in the demographic of adults 18 to 49, lifting the network to No. 1 on the
http://tv.nytimes.com/2009/12/02/arts/television/02seau.html	TELEVISION REVIEW | 'SPORTS JOBS WITH JUNIOR SEAU'; Going the Whole 9 Yards for Tasks Off the Grid	Here&#8217;s something football fans can look forward to: Somewhere in the new Giants and Jets stadium in the Meadowlands is a urinal that was installed by an actual football player. Presumably it will be the one that malfunctions first; this guy almost surely does not have a plumber&#8217;s license. Watching the urinal go in is one of the most
http://www.nytimes.com/2009/12/02/arts/television/02watch.html	THE TV WATCH; Before Audience of Cadets, a Sobering Message of War	In 2007, President George W. Bush stood framed by an array of books to inform the nation that he was sending additional troops to Iraq. Last night, President Obama surrounded himself with West Point cadets. Mr. Obama traveled to the United States Military Academy to announce the most critical military decision of his presidency so far: he is
http://www.nytimes.com/2009/12/02/arts/music/02arts-BARRYMANILOW_BRF.html	ARTS, BRIEFLY; Barry Manilow Plans Return to Las Vegas	Step aside, Garth Brooks : you&#8217;re about to face a little (friendly) competition in Las Vegas. On Tuesday Barry Manilow , below, announced that he had signed up for a two-year, 78-show residency at the Paris Las Vegas hotel. The show, to be produced by AEG Live, will open on March 5 at the hotel&#8217;s Paris Th&#233;&#226;tre and will be
http://www.nytimes.com/2009/12/02/arts/music/02hollenbeck.html	MUSIC REVIEW | JOHN HOLLENBECK; A Big Band Reaches for Bold Sounds	Writing decent music for a jazz big band is hard, and keeping the band working is harder. For the bandleader and composer, maintaining the integrity of a group sound with a dozen or more players &#151; and maintaining a core style with enough tooth and identity that it can reach beyond the closed circuit of jazz students &#151; takes up a lot of
http://www.nytimes.com/2009/12/02/arts/music/02arts-STROKESREUNI_BRF.html	ARTS, BRIEFLY; Strokes Reuniting for British Festival	As a new uncertain decade dawns, is rock music ready for a second coming of the Strokes ? The vintage early-2000s East Village quintet, which was hailed as the savior of indie rock and then crushed under the weight of unmeetable expectations, said that it would reunite next year to play its first live shows since 2006. Julian Casablancas , the
http://www.nytimes.com/2009/12/02/arts/music/02keane.html	Bob Keane, Pop Record Producer, Dies at 87	Bob Keane, a record producer who discovered Ritchie Valens and helped start the careers of Sam Cooke , the Bobby Fuller Four and Frank Zappa , died in Hollywood, Calif., on Saturday. He was 87. The cause was renal failure resulting from non-Hodgkin&#8217;s lymphoma, his son Tom said. Mr. Keane scored a coup for his fledgling Del-Fi label in 1958
http://www.nytimes.com/2009/12/02/arts/music/02noah.html	MUSIC REVIEW | NOAH PREMINGER; Young Bandleader Plays, and Listens	Precocity without deference can make for a rough start in jazz. The tenor saxophonist Noah Preminger, at 23, clearly understands that: since taking his first real steps as a bandleader a couple of years ago, he has worked often with musicians of deep experience and generous judgment. &#8220;Dry Bridge Road&#8221; (Nowt), his auspicious debut,
http://www.nytimes.com/2009/12/02/arts/music/02arts-WASHINGTONOP_BRF.html	ARTS, BRIEFLY; Washington Opera Cuts Staff, Productions	The Washington National Opera said that it planned to mount fewer productions and had cut staff members to cope with economic challenges. In a news release the company, whose general director, Pl&#225;cido Domingo , right, holds the same position with the Los Angeles Opera, said it would produce five main-stage operas in its 2010-11 season, down
http://www.nytimes.com/2009/12/02/arts/music/02composers.html	MUSIC REVIEW | AMERICAN COMPOSERS ORCHESTRA; Navajo, Jesuit and Jazz for Orchestra	&#8220;Traditions and Transmigrations&#8221; was the lofty title of the program the adventurous American Composers Orchestra presented at Zankel Hall on Monday night to open its 33rd season. The phrase was meant to convey that the chosen works for this concert, ably conducted by Stefan Lano, involved the blending of styles and represented aesthetic
http://www.nytimes.com/2009/12/02/arts/design/02velazquez.html	ART REVIEW; Revealing the Hand of Velázquez	A Vel&#225;zquez has been caught hiding in plain sight at the Metropolitan Museum of Art . This is cause for celebration. The Met owns just a handful of works that can be attributed, with confidence, to Diego Rodr&#237;guez de Silva y Vel&#225;zquez (1599-1660). Fewer than 120 paintings by that artist are known to exist. But the discovery,
http://www.nytimes.com/2009/12/01/movies/01arts-PULPFICTIONW_BRF.html	ARTS, BRIEFLY; ‘Pulp Fiction’ Writer Is Sent to Jail	Was Roger Avary , a screenwriter of &#8220;Pulp Fiction,&#8221; moved from a prison work furlough program to a county jail in California because he was tweeting about his prison experience? Depends on whom you ask. Mr. Avary, who shared an Academy Award in 1995 with Quentin Tarantino for &#8220;Pulp Fiction,&#8221; was sentenced in September to one
http://www.nytimes.com/2009/12/01/movies/melenabio.html	THE CARPETBAGGER; Melena Ryzik	Melena Ryzik is the lead writer of the Carpetbagger blog . In addition to being a general assignment culture reporter, covering film, music, theater, television, visual art, dance and the occasional Dumpster pool party or eco-art-barge , Ms. Ryzik has chronicled cultural life in New York for the UrbanEye video series and written the UrbanEye
http://www.nytimes.com/2009/12/01/theater/01eisen.html	Max Eisen, Press Agent of Broadway’s Bygone Era, Dies at 91	Max Eisen, a Broadway press agent from the days when feeding tidbits of gossip to columnists like Walter Winchell and staging stunts were standard practice for stirring up a bit more box-office appeal, died on Nov. 23 at his home in Manhattan. He was 91. His son, Glenn, said he died of natural causes. From his office above Sardi&#8217;s on West
http://www.nytimes.com/2009/12/01/theater/01arts-ASHOWDOESNTG_BRF.html	ARTS, BRIEFLY; A Show Doesn’t Go on So That Another Might	Producers of the Off Broadway play &#8220;Made in Heaven&#8221; have relented on their claim to the SoHo Playhouse, saying on Monday that they would close their show so the theater could host a transfer of the Eugene O&#8217;Neill play &#8220;The Emperor Jones.&#8221; Last week the Irish Repertory Theater said it planned to bring its production of
http://www.nytimes.com/2009/12/01/theater/01arts-WALKENANDGRA_BRF.html	ARTS, BRIEFLY; Walken and Grammer Returning to Broadway	Christopher Walken , a veteran of the spooky and the strange, sure can tell a good body-part story &#151; which he&#8217;ll be doing in his return to Broadway this winter after 10 years, as a man searching for his missing hand in the play &#8220;A Behanding in Spokane.&#8221; Mr. Walken will be joined by Zoe Kazan and Anthony Mackie as two con
http://www.nytimes.com/2009/12/01/books/01typewriter.html	No Country for Old Typewriters: A Well-Used One Heads to Auction	Cormac McCarthy has written more than a dozen novels, several screenplays, two plays, two short stories, countless drafts, letters and more &#151; and nearly every one of them was tapped out on a portable Olivetti manual typewriter he bought in a Knoxville, Tenn., pawnshop around 1963 for $50. Lately this dependable machine has been showing
http://www.nytimes.com/2009/12/01/books/01book.html	BOOKS OF THE TIMES; Bewitched by Bach, Bewildered by His Masterpiece	There is a good reason Johann Sebastian Bach &#8217;s six cello suites strike Eric Siblin as irresistibly exotic. Mr. Siblin is not a seasoned Bach aficionado. He spent years as a pop music critic before suddenly becoming bewitched by the Cello Suites, their mysterious provenance and the manner in which Pablo Casals famously rediscovered, recorded
http://www.nytimes.com/2009/12/01/arts/01arts-LOCKERTAKESG_BRF.html	ARTS, BRIEFLY; ‘Locker’ Takes Gotham	&#8220;The Hurt Locker,&#8221; Kathryn Bigelow &#8217;s film about the unconventional members of a bomb squad in Iraq, took the top prize at the Gotham Independent Film Awards, where it was named best feature on Monday. The awards, given annually by the Independent Filmmaker Project, also named Robert Kenner &#8217;s &#8220;Food, Inc.&#8221; as the
http://www.nytimes.com/2009/12/01/arts/01lapham.html	Present-Day Soapbox for Voices of the Past (With a Web Site)	Lewis H. Lapham leans forward behind his wide wooden desk and within minutes of speaking has mentioned Mark Twain , Arthur Schlesinger Jr., Goethe , Cicero, John Locke, Hamilton, Adams and Madison. A laptop on a side table is piled high with papers. As the media metabolism becomes endlessly speeded up, Mr. Lapham has slowed down. Two years ago he
http://tv.nytimes.com/2009/12/01/arts/television/01model.html	TELEVISION REVIEW | 'BRITAINS MISSING TOP MODEL'; Disabled, and Seeking Acceptance in Fashion	The fashion world may be the last bastion of prejudice, a field that overtly discriminates against people because of their looks. So there is something both bold and troubling about &#8220;Britain&#8217;s Missing Top Model,&#8221; a reality show that begins on Tuesday on BBC America that pits disabled women against one another to compete for a
http://tv.nytimes.com/2009/12/01/arts/television/01scrubs.html	TELEVISION REVIEW | 'SCRUBS'; Yesterday’s Shaky Residents Are Today’s Put-Upon Professors	In May the stop-and-start hospital sitcom &#8220;Scrubs&#8221; had what sure looked like its final episode: parade of past characters, teary walk-off, blooper reel, production shots of the lead actors doing their &#8220;series wraps.&#8221; A few weeks later the show got a last-minute reprieve: it was renewed for a ninth season, which begins
http://www.nytimes.com/2009/12/01/arts/television/01arts-CHRISTMASDOG_BRF.html	ARTS, BRIEFLY; Christmas ‘Dog’ Trampled by Football	A warmhearted holiday-themed movie &#151; with a dog, no less &#151; showed no teeth on Sunday night against that other seasonal tradition: football. According to Nielsen&#8217;s estimates, NBC ranked first for the night with its &#8220;Sunday Night Football&#8221; coverage of the Pittsburgh Steelers playing the Baltimore Ravens. Preliminary
http://www.nytimes.com/2009/12/01/arts/television/01arts-AFTERLAMBERT_BRF.html	ARTS, BRIEFLY; After Lambert, Disney Seeks Fewer Surprises	Whether or not the singer Adam Lambert is booked on another ABC television show, that network&#8217;s parent company has said that his sexually provocative performance at the American Music Awards has changed the way it will approach live television broadcasts. In an interview with Reuters, Anne Sweeney , the co-chairwoman of Disney Media Networks
http://www.nytimes.com/2009/12/01/arts/music/01dufallo.html	MUSIC REVIEW | CORNELIUS DUFALLO; And Now They Sing the Fiddle Electric	As a member of the enterprising new-music ensembles Ne(x)tworks and Ethel, the violinist Cornelius Dufallo runs into plenty of composers. He has coaxed new solo works from some and taken up older scores by others. He is also a composer himself: &#8220;Dream Streets,&#8221; his new CD (for Innova), is devoted to his own imaginative works for violin
http://www.nytimes.com/2009/12/01/arts/music/01angelika.html	MUSIC REVIEW; A Program of Songs to Explore the Shades of Love	The appealing Austrian mezzo-soprano Angelika Kirchschlager is in New York to prepare for her overdue return to the Metropolitan Opera . She will sing Hansel in Humperdinck&#8217;s &#8220;Hansel and Gretel&#8221; this month. If she has been missing in action from the Met since 2002 (when she appeared as Cherubino in Mozart &#8217;s &#8220;Nozze di
http://www.nytimes.com/2009/12/01/arts/music/01arts-NINEINCHNAIL_BRF.html	ARTS, BRIEFLY; Nine Inch Nails Auctions Its Equipment	Though it is the prerogative of rock stars to announce that they are breaking up their band and then reconstitute it months (or weeks or days) later, Nine Inch Nails seems to be serious when it says that it will no longer perform as a group. After playing what it said were its final shows in August and September, the hard-core rock group led by
http://www.nytimes.com/2009/12/01/arts/music/01acoustics.html	MUSIC; Improved Acoustics Benefit City Opera	Despite the naysayers, New York City Opera has rebounded. At least for now. Just a year ago the company was rudderless, mired in debt, dipping into its endowment and nearly defunct. But it ended the fall half of its season in late November with a sold-out performance of Christopher Alden&#8217;s eerie, sexy and inventively modern production of
http://www.nytimes.com/2009/12/01/arts/music/01hawes.html	Bess Lomax Hawes, Folklorist and Singer Who Co-Wrote ‘M.T.A.,’ Dies at 88	Bess Lomax Hawes, a folklorist, teacher and singer who helped write &#8220; M.T.A. ,&#8221; an enduring folk ditty about an unfortunate subway commuter that became a hit for the Kingston Trio in 1959, died on Friday in Portland, Ore. She was 88 and lived in Portland. Her death was announced by her daughter Naomi Bishop. As the youngest child of the
http://www.nytimes.com/2009/12/01/arts/design/01poe.html	MUSEUMS; For Poe, This Has Been the Year to Die For	RICHMOND, Va. &#151; Edgar Allan Poe took good care of his corpses. They are neatly cut up and craftily stowed beneath floorboards (&#8220;The Tell-Tale Heart&#8221;); they are walled into ancient catacombs where nothing is likely to disturb their well-earned eternal slumber (&#8220;The Cask of Amontillado&#8221;); they are encased in coffins that
http://www.nytimes.com/2009/11/30/movies/30arts-AREA51ATPARA_BRF.html	ARTS, BRIEFLY; ‘Area 51’ at Paramount	&#8220;Area 51,&#8221; the next film from Oren Peli , who directed the horror hit &#8220;Paranormal Activity,&#8221; has been acquired for distribution in the United States by Paramount Pictures, the studio said Sunday. Paramount made a hit of &#8220;Paranormal Activity&#8221; by using unconventional marketing tactics, including a Web campaign
http://www.nytimes.com/2009/11/30/movies/30box.html	‘New Moon’ Leads at Box Office; ‘The Blind Side’ Surprises at No. 2	LOS ANGELES &#151; As expected, &#8220;The Twilight Saga: New Moon&#8221; led at the movie box office for the second weekend in a row, with $42.5 million in domestic ticket sales for a 10-day total of $230.7 million. But the week&#8217;s surprise came from &#8220;The Blind Side,&#8221; a sports and family drama that was close behind with an
http://www.nytimes.com/2009/11/30/theater/30arts-ANIGHTCURTAI_BRF.html	ARTS, BRIEFLY; A Night Curtain at Baghdad’s National Theater	With &#8220;He Who Seeks Sweet Things Must Also Endure Bitterness,&#8221; the Iraqi National Theater in Baghdad is trying to return to the evening performance schedule it maintained before the American invasion in 2003, Reuters reported. The play, which follows two tribes opposed to a marriage, is also about &#8220;loving Iraq and returning to
http://theater2.nytimes.com/2009/11/30/theater/reviews/30zero.html	THEATER REVIEW | 'ZERO HOUR'; That Bellow, That Beard: An Actor’s Life and Hair	In a biographical solo play about a celebrity, you can usually count on a few things. The conceit designed to get the famous person to narrate a highlights reel of a lifetime is going to be strained. The performance will be theatrical. And at some point the actor will pause dramatically, holding back something that the author has no intention of
